"Reservoir","Date","Site","Duration_days","Depth_m","TrapRep","TrapXSA_m2","TrapVol_L","CollectionVol_L","FilterRep","FilterVol_L","FilterMassPre_g","FilterMassPost_g","SedMass_g","SedFlux_gm2d","FilterID","Flag_CollectionVol_L","Flag_SedMass_g","Flag_Duration_days"
"FCR",2018-09-03,50,14,4,2,0.0040715,1.8,1.7,3,0.069,0.15583,0.15818,0.00234999999999999,1.0157462276914,"F_Sed_4m_R2_F3_03Sep18",2,1,1
"FCR",2018-09-03,50,14,4,2,0.0040715,1.8,1.7,4,0.072,0.15588,0.15841,0.00253,1.04798356364119,"F_Sed_4m_R2_F4_03Sep18",2,1,1
"BVR",2018-09-07,50,14,4,1,0.0040715,1.8,1.7,1,0.068,0.16233,0.16699,0.00466,2.04382379256504,"B_Sed_4m_R1_F1_07Sep18",2,1,1
"BVR",2018-09-07,50,14,4,1,0.0040715,1.8,1.7,2,0.065,0.16169,0.16562,0.00392999999999999,1.80320723118217,"B_Sed_4m_R1_F2_07Sep18",2,1,1
"BVR",2018-09-07,50,14,4,2,0.0040715,1.8,1.7,3,0.064,0.15515,0.15946,0.00430999999999998,2.00846257083208,"B_Sed_4m_R2_F3_07Sep18",2,1,1
"BVR",2018-09-07,50,14,4,2,0.0040715,1.8,1.7,4,0.066,0.15509,0.15905,0.00395999999999999,1.78944229048613,"B_Sed_4m_R2_F4_07Sep18",2,1,1
"BVR",2018-09-07,50,36,8,1,0.0040715,1.8,1.7,1,0.076,0.15778,0.1634,0.00561999999999999,0.857659109499565,"B_Sed_8m_R1_F1_07Sep18",2,1,1
"BVR",2018-09-07,50,36,8,1,0.0040715,1.8,1.7,2,0.086,0.15565,0.16035,0.00469999999999998,0.633857142086494,"B_Sed_8m_R1_F2_07Sep18",2,1,1
"BVR",2018-09-07,50,36,8,2,0.0040715,1.8,1.7,3,0.075,0.15804,0.16609,0.00804999999999997,1.24487744529498,"B_Sed_8m_R2_F3_07Sep18",2,1,1
"BVR",2018-09-07,50,36,8,2,0.0040715,1.8,1.7,4,0.075,0.15684,0.16416,0.00731999999999999,1.13198793783345,"B_Sed_8m_R2_F4_07Sep18",2,1,1
"FCR",2018-09-10,50,14,8,1,0.0040715,1.8,1.7,1,0.04,0.13756,0.17123,0.03367,25.1043841336117,"F_Sed_8m_R1_F1_10Sep18",2,1,1
"FCR",2018-09-10,50,14,8,1,0.0040715,1.8,1.7,2,0.031,0.15445,0.1654,0.01095,10.5346199359264,"F_Sed_8m_R1_F2_10Sep18",2,1,1
"FCR",2018-09-10,50,14,8,2,0.0040715,1.8,1.7,3,0.038,0.16009,0.16852,0.00842999999999999,6.61622741613951,"F_Sed_8m_R2_F3_10Sep18",2,1,1
"FCR",2018-09-10,50,14,8,2,0.0040715,1.8,1.7,4,0.029,0.16099,0.16629,0.0053,5.45060008021638,"F_Sed_8m_R2_F4_10Sep18",2,1,1
"BVR",2018-09-21,50,14,4,1,0.0040715,1.8,1.7,1,0.07,0.15985,0.16464,0.00479000000000002,2.04081632653062,"B_Sed_4m_R1_F1_21Sep18",2,1,1
"BVR",2018-09-21,50,14,4,1,0.0040715,1.8,1.7,2,0.07,0.15867,0.16457,0.00589999999999999,2.5137403604448,"B_Sed_4m_R1_F2_21Sep18",2,1,1
"BVR",2018-09-21,50,14,4,2,0.0040715,1.8,1.7,3,0.077,0.15931,0.16367,0.00436,1.6887377459999,"B_Sed_4m_R2_F3_21Sep18",2,1,1
"BVR",2018-09-21,50,14,4,2,0.0040715,1.8,1.7,4,0.078,0.15813,0.16429,0.00616,2.35533429687918,"B_Sed_4m_R2_F4_21Sep18",2,1,1
"BVR",2018-09-21,50,14,8,1,0.0040715,1.8,1.7,1,0.04,0.15899,0.16285,0.00386,2.8780196838652,"B_Sed_8m_R1_F1_21Sep18",2,1,1
"BVR",2018-09-21,50,14,8,1,0.0040715,1.8,1.7,2,0.042,0.16089,NA,NA,NA,"B_Sed_8m_R1_F2_21Sep18",2,2,1
"BVR",2018-09-21,50,14,8,2,0.0040715,1.8,1.7,3,0.04,0.16186,NA,NA,NA,"B_Sed_8m_R2_F3_21Sep18",2,2,1
"BVR",2018-09-21,50,14,8,2,0.0040715,1.8,1.7,4,0.04,0.16017,0.16568,0.00550999999999999,4.1082612585744,"B_Sed_8m_R2_F4_21Sep18",2,1,1
"BVR",2018-10-05,50,14,4,1,0.0040715,1.8,1.7,1,0.101,0.1582,0.16291,0.00470999999999999,1.39080415646694,"B_Sed_4m_R1_F1_05Oct18",2,1,1
"BVR",2018-10-05,50,14,4,1,0.0040715,1.8,1.7,2,0.1,0.15794,0.1632,0.00526000000000001,1.56874440799285,"B_Sed_4m_R1_F2_05Oct18",2,1,1
"BVR",2018-10-05,50,14,4,2,0.0040715,1.8,1.7,3,0.2,0.15838,0.16186,0.00348000000000001,0.51893826424098,"B_Sed_4m_R2_F3_05Oct18",2,1,1
"BVR",2018-10-05,50,14,4,2,0.0040715,1.8,1.7,4,0.1,0.1584,0.16184,0.00344,1.02594691321205,"B_Sed_4m_R2_F4_05Oct18",2,1,1
"BVR",2018-10-05,50,14,8,1,0.0040715,1.8,1.7,1,0.05,0.15613,0.16184,0.00571000000000002,3.40590515955862,"B_Sed_8m_R1_F1_05Oct18",2,1,1
"BVR",2018-10-05,50,14,8,1,0.0040715,1.8,1.7,2,0.051,0.1365,0.16246,0.02596,15.1810202160196,"B_Sed_8m_R1_F2_05Oct18",2,1,1
"BVR",2018-10-05,50,14,8,2,0.0040715,1.8,1.7,3,0.052,0.15742,0.16263,0.00520999999999999,2.98813920943357,"B_Sed_8m_R2_F3_05Oct18",2,1,1
"BVR",2018-10-05,50,14,8,2,0.0040715,1.8,1.7,4,0.052,0.15698,0.16226,0.00527999999999998,3.02828695313037,"B_Sed_8m_R2_F4_05Oct18",2,1,1
"FCR",2018-10-08,50,35,4,1,0.0040715,1.8,1.7,1,0.129,0.15666,0.15957,0.00291,0.269109925856054,"F_Sed_4m_R1_F1_08Oct18",2,1,1
"FCR",2018-10-08,50,35,4,1,0.0040715,1.8,1.7,2,0.151,0.15713,0.1593,0.00217000000000001,0.171438841958274,"F_Sed_4m_R1_F2_08Oct18",2,1,1
"FCR",2018-10-08,50,35,4,2,0.0040715,1.8,1.7,3,0.087,0.1573,0.15947,0.00217000000000001,0.297554771674706,"F_Sed_4m_R2_F3_08Oct18",2,1,1
"FCR",2018-10-08,50,35,4,2,0.0040715,1.8,1.7,4,0.135,0.15777,0.15971,0.00194,0.171432989804597,"F_Sed_4m_R2_F4_08Oct18",2,1,1
"FCR",2018-10-22,50,42,8,1,0.0040715,1.8,1.7,1,0.06,0.158,0.16849,0.01049,1.73807866918514,"F_Sed_8m_R1_F1_22Oct18",2,1,1
"FCR",2018-10-22,50,42,8,1,0.0040715,1.8,1.7,2,0.06,0.1577,0.16799,0.01029,1.70494084899095,"F_Sed_8m_R1_F2_22Oct18",2,1,1
"FCR",2018-10-22,50,42,8,2,0.0040715,1.8,1.7,3,0.06,0.15664,0.16767,0.01103,1.82755078370945,"F_Sed_8m_R2_F3_22Oct18",2,1,1
"FCR",2018-10-22,50,42,8,2,0.0040715,1.8,1.7,4,0.06,0.1564,0.1663,0.00989999999999999,1.64032209961229,"F_Sed_8m_R2_F4_22Oct18",2,1,1
"FCR",2018-10-29,50,7,8,1,0.0040715,1.8,1.7,1,0.097,0.15523,0.16098,0.00575,3.53583957742105,"F_Sed_8m_R1_F1_29Oct18",2,1,1
"FCR",2018-10-29,50,7,8,1,0.0040715,1.8,1.7,2,0.1,0.15554,0.16143,0.00588999999999998,3.51327169698776,"F_Sed_8m_R1_F2_29Oct18",2,1,1
"FCR",2018-10-29,50,7,8,2,0.0040715,1.8,1.7,3,0.1,0.15518,0.16143,0.00624999999999998,3.7280047718461,"F_Sed_8m_R2_F3_29Oct18",2,1,1
"FCR",2018-10-29,50,7,8,2,0.0040715,1.8,1.7,4,0.1,0.15368,0.15927,0.00558999999999998,3.33432746793915,"F_Sed_8m_R2_F4_29Oct18",2,1,1
"FCR",2018-10-29,50,21,4,1,0.0040715,1.8,1.7,1,0.1,0.15484,0.16116,0.00631999999999999,1.25658614176359,"F_Sed_4m_R1_F1_29Oct18",2,1,1
"FCR",2018-10-29,50,21,4,1,0.0040715,1.8,1.7,2,0.12,0.15522,0.16186,0.00664000000000001,1.10017563044703,"F_Sed_4m_R1_F2_29Oct18",2,1,1
"FCR",2018-10-29,50,21,4,2,0.0040715,1.8,1.7,3,0.151,0.15653,0.1645,0.00797,1.04943745807023,"F_Sed_4m_R2_F3_29Oct18",2,1,1
"FCR",2018-10-29,50,21,4,2,0.0040715,1.8,1.7,4,0.121,0.15406,0.16012,0.00606000000000001,0.99577780352121,"F_Sed_4m_R2_F4_29Oct18",2,1,1
"FCR",2019-04-29,50,14,4,1,0.0040715,1.8,1.7,1,0.2,0.1149,0.1262,0.0113,1.68505815687444,"F_sed_4m_R1_F1_29Apr19",2,1,1
"FCR",2019-04-29,50,14,4,1,0.0040715,1.8,1.7,2,0.2,0.1153,0.13,0.0147,2.19206680584551,"F_sed_4m_R1_F2_29Apr19",2,1,1
"FCR",2019-04-29,50,14,4,2,0.0040715,1.8,1.7,1,0.1,0.1153,0.1263,0.011,3.28064419922457,"F_sed_4m_R2_F1_29Apr19",2,1,1
"FCR",2019-04-29,50,14,4,2,0.0040715,1.8,1.7,2,0.1,0.1146,0.1251,0.0105,3.13152400835073,"F_sed_4m_R2_F2_29Apr19",2,1,1
"FCR",2019-04-29,50,14,8,1,0.0040715,1.8,1.7,1,0.1,0.1146,NA,NA,NA,"F_sed_8m_R1_F1_29Apr19",2,2,1
"FCR",2019-04-29,50,14,8,1,0.0040715,1.8,1.7,2,0.1,0.1151,0.125,0.00990000000000001,2.95257977930212,"F_sed_8m_R1_F2_29Apr19",2,1,1
"FCR",2019-04-29,50,14,8,2,0.0040715,1.8,1.7,1,0.1,0.1157,0.1213,0.00560000000000001,1.67014613778706,"F_sed_8m_R2_F1_29Apr19",2,1,1
"FCR",2019-04-29,50,14,8,2,0.0040715,1.8,1.7,2,0.1,0.1147,0.1226,0.0079,2.35609901580674,"F_sed_8m_R2_F2_29Apr19",2,1,1
"BVR",2019-04-29,50,21,5,1,0.0040715,1.8,1.7,1,0.2,0.1153,0.1321,0.0168,1.67014613778706,"B_sed_5m_R1_F1_29Apr19",2,1,1
"BVR",2019-04-29,50,21,5,1,0.0040715,1.8,1.7,2,0.1,0.1149,0.1238,0.00889999999999999,1.76955959836962,"B_sed_5m_R1_F2_29Apr19",2,1,1
"BVR",2019-04-29,50,21,5,2,0.0040715,1.8,1.7,1,0.1,0.1145,0.1232,0.0087,1.72979421413659,"B_sed_5m_R2_F1_29Apr19",2,1,1
"BVR",2019-04-29,50,21,5,2,0.0040715,1.8,1.7,2,0.1,0.1149,0.1221,0.0072,1.43155383238891,"B_sed_5m_R2_F2_29Apr19",2,1,1
"BVR",2019-04-29,50,21,10,1,0.0040715,1.8,1.7,1,0.1,0.1165,0.1246,0.0081,1.61049806143752,"B_sed_10m_R1_F1_29Apr19",2,1,1
"BVR",2019-04-29,50,21,10,1,0.0040715,1.8,1.7,2,0.1,0.1154,0.1238,0.00839999999999999,1.67014613778705,"B_sed_10m_R1_F2_29Apr19",2,1,1
"BVR",2019-04-29,50,21,10,2,0.0040715,1.8,1.7,1,0.1,0.1149,0.123,0.0081,1.61049806143752,"B_sed_10m_R2_F1_29Apr19",2,1,1
"BVR",2019-04-29,50,21,10,2,0.0040715,1.8,1.7,2,0.1,0.1147,0.1245,0.0098,1.94850382741823,"B_sed_10m_R2_F2_29Apr19",2,1,1
"FCR",2019-05-13,50,14,4,1,0.0040715,1.8,1.7,1,0.2,0.1132,0.1209,0.0077,1.1482254697286,"F_sed_4m_R1_F1_13May19",2,1,1
"FCR",2019-05-13,50,14,4,1,0.0040715,1.8,1.7,2,0.2,0.1128,0.1203,0.00750000000000001,1.11840143155383,"F_sed_4m_R1_F2_13May19",2,1,1
"FCR",2019-05-13,50,14,4,2,0.0040715,1.8,1.7,1,0.2,0.1131,0.12,0.00689999999999999,1.02892931702952,"F_sed_4m_R2_F1_13May19",2,1,1
"FCR",2019-05-13,50,14,4,2,0.0040715,1.8,1.7,2,0.2,0.1141,0.121,0.0069,1.02892931702953,"F_sed_4m_R2_F2_13May19",2,1,1
"FCR",2019-05-13,50,14,8,1,0.0040715,1.8,1.7,1,0.2,0.1139,0.1227,0.0088,1.31225767968983,"F_sed_8m_R1_F1_13May19",2,1,1
"FCR",2019-05-13,50,14,8,1,0.0040715,1.8,1.7,2,0.2,0.1136,0.1231,0.0095,1.41664181330152,"F_sed_8m_R1_F2_13May19",2,1,1
"FCR",2019-05-13,50,14,8,2,0.0040715,1.8,1.7,1,0.2,0.1135,0.1232,0.0097,1.44646585147629,"F_sed_8m_R2_F1_13May19",2,1,1
"FCR",2019-05-13,50,14,8,2,0.0040715,1.8,1.7,2,0.2,0.1135,0.1236,0.0101,1.50611392782583,"F_sed_8m_R2_F2_13May19",2,1,1
"BVR",2019-05-16,50,17,5,1,0.0040715,1.8,1.7,1,0.4,0.1147,0.1271,0.0124,0.761390151049981,"B_sed_5m_R1_F1_16May19",2,1,1
"BVR",2019-05-16,50,17,5,1,0.0040715,1.8,1.7,2,0.4,0.1147,0.1284,0.0137,0.841213312047156,"B_sed_5m_R1_F2_16May19",2,1,1
"BVR",2019-05-16,50,17,5,2,0.0040715,1.8,1.7,1,0.3,0.1136,0.1223,0.0087,0.71226820582095,"B_sed_5m_R2_F1_16May19",2,1,1
"BVR",2019-05-16,50,17,5,2,0.0040715,1.8,1.7,2,0.3,0.1143,0.124,0.0097,0.794138114536002,"B_sed_5m_R2_F2_16May19",2,1,1
"BVR",2019-05-16,50,17,10,1,0.0040715,1.8,1.7,1,0.2,0.1156,0.1305,0.0149,1.82979245978141,"B_sed_10m_R1_F1_16May19",2,1,1
"BVR",2019-05-16,50,17,10,1,0.0040715,1.8,1.7,2,0.2,0.1144,0.1275,0.0131,1.60874370625077,"B_sed_10m_R1_F2_16May19",2,1,1
"BVR",2019-05-16,50,17,10,2,0.0040715,1.8,1.7,1,0.2,0.1148,0.1241,0.0093,1.14208522657497,"B_sed_10m_R2_F1_16May19",2,1,1
"BVR",2019-05-16,50,17,10,2,0.0040715,1.8,1.7,2,0.2,0.1141,0.1253,0.0112,1.37541446641287,"B_sed_10m_R2_F2_16May19",2,1,1
"FCR",2019-05-27,50,14,4,1,0.0040715,1.8,1.7,1,0.3,0.1138,0.123,0.0092,0.914603837359579,"F_sed_4m_R1_F1_27May19",2,1,1
"FCR",2019-05-27,50,14,4,1,0.0040715,1.8,1.7,2,0.3,0.1136,0.1219,0.00829999999999999,0.825131722835271,"F_sed_4m_R1_F2_27May19",2,1,1
"FCR",2019-05-27,50,14,4,2,0.0040715,1.8,1.7,1,0.3,0.1152,0.1246,0.0094,0.934486529476092,"F_sed_4m_R2_F1_27May19",2,1,1
"FCR",2019-05-27,50,14,4,2,0.0040715,1.8,1.7,2,0.3,0.114,0.1236,0.0096,0.954369221592604,"F_sed_4m_R2_F2_27May19",2,1,1
"FCR",2019-05-27,50,14,8,1,0.0040715,1.8,1.7,1,0.2,0.1138,0.1228,0.00900000000000001,1.3420817178646,"F_sed_8m_R1_F1_27May19",2,1,1
"FCR",2019-05-27,50,14,8,1,0.0040715,1.8,1.7,2,0.2,0.1158,0.122,0.0062,0.924545183417834,"F_sed_8m_R1_F2_27May19",2,1,1
"FCR",2019-05-27,50,14,8,2,0.0040715,1.8,1.7,1,0.2,0.1145,0.1226,0.0081,1.20787354607814,"F_sed_8m_R2_F1_27May19",2,1,1
"FCR",2019-05-27,50,14,8,2,0.0040715,1.8,1.7,2,0.2,0.1129,0.122,0.0091,1.35699373695198,"F_sed_8m_R2_F2_27May19",2,1,1
"BVR",2019-05-30,50,14,5,1,0.0040715,1.8,1.7,1,0.3,0.1142,NA,NA,NA,"B_sed_5m_R1_F1_30May19",2,2,1
"BVR",2019-05-30,50,14,5,1,0.0040715,1.8,1.7,2,0.3,0.1133,0.1231,0.0098,0.974251913709117,"B_sed_5m_R1_F2_30May19",2,1,1
"BVR",2019-05-30,50,14,5,2,0.0040715,1.8,1.7,1,0.3,0.1138,0.1204,0.0066,0.656128839844915,"B_sed_5m_R2_F1_30May19",2,1,1
"BVR",2019-05-30,50,14,5,2,0.0040715,1.8,1.7,2,0.3,0.1151,0.1229,0.0078,0.775424992543991,"B_sed_5m_R2_F2_30May19",2,1,1
"BVR",2019-05-30,50,14,10,1,0.0040715,1.8,1.7,1,0.2,0.1146,NA,NA,NA,"B_sed_10m_R1_F1_30May19",2,2,1
